Debt_ID,Business_ID,Lender,Loan_Type,Principal_Amount,Outstanding_Amount,Interest_Rate(%),Monthly_Installment,Due_Date,Status,Collateral,Risk_Score,Optimization_Strategy
DEBTX00221,SMB521,Private Financier,Credit Line,1180358,867140,9.16,68013,2026-02-27,Defaulted,Yes,73,Refinancing
DEBTX00222,SMB537,Bank Y,Equipment Loan,1014368,111785,14.01,11046,2026-03-30,Current,Yes,34,Negotiation
DEBTX00223,SMB503,Private Financier,Credit Line,900583,270984,13.31,20406,2025-11-02,Overdue,Yes,45,Refinancing
DEBTX00224,SMB514,NBFC Capital,Credit Line,1176901,720393,18.42,73462,2025-07-28,Current,Yes,76,Avalanche
DEBTX00225,SMB541,Bank Y,Equipment Loan,503147,175500,14.29,12235,2026-01-02,Closed,Yes,62,Negotiation
DEBTX00226,SMB540,NBFC Capital,Working Capital,715214,499204,23.99,49818,2025-08-30,Overdue,Yes,46,Negotiation
DEBTX00227,SMB531,Bank Z,Credit Line,1116954,703779,37.72,32438,2026-04-21,Overdue,Yes,95,Consolidation
DEBTX00228,SMB523,Private Financier,Mortgage Loan,1025308,1025308,42.89,58683,2025-09-07,Defaulted,Yes,98,Negotiation
DEBTX00229,SMB537,Private Financier,Equipment Loan,861431,628181,13.63,73957,2025-10-20,Defaulted,Yes,62,Refinancing
DEBTX00230,SMB545,Private Financier,Term Loan,284989,230155,15.72,9282,2025-03-06,Current,Yes,57,Negotiation
DEBTX00231,SMB507,Bank Z,Equipment Loan,1121070,73874,9.81,2795,2026-01-15,Closed,Yes,25,Refinancing
DEBTX00232,SMB543,Bank X,Working Capital,1034013,468935,8.52,37853,2026-03-14,Closed,Yes,31,Snowball
DEBTX00233,SMB549,NBFC Capital,Working Capital,786645,595783,20.43,52999,2025-07-30,Current,Yes,26,Snowball
DEBTX00234,SMB502,Bank Y,Term Loan,145323,81518,18.38,8107,2026-05-12,Closed,Yes,82,Avalanche
DEBTX00235,SMB524,NBFC Capital,Term Loan,708877,522613,26.53,26921,2026-04-21,Current,Yes,35,Refinancing
DEBTX00236,SMB547,Bank X,Working Capital,1012748,887723,20.25,36270,2025-12-29,Closed,Yes,45,Avalanche
DEBTX00237,SMB549,Bank Y,Equipment Loan,880324,880324,6.4,68543,2026-01-18,Defaulted,Yes,98,Consolidation
DEBTX00238,SMB530,NBFC Capital,Term Loan,373639,204720,16.15,17539,2025-04-19,Overdue,Yes,82,Refinancing
DEBTX00239,SMB525,Bank Y,Credit Line,559429,76229,10.97,3131,2025-10-26,Current,Yes,55,Avalanche
DEBTX00240,SMB512,NBFC Capital,Credit Line,286716,47186,17.41,3532,2025-04-22,Current,No,39,Refinancing
DEBTX00241,SMB506,Bank Z,Credit Line,739262,725639,13.43,26421,2026-03-22,Overdue,Yes,64,Refinancing
DEBTX00242,SMB513,Bank Z,Credit Line,401014,134538,12.37,11874,2025-12-03,Overdue,Yes,67,Refinancing
DEBTX00243,SMB546,Bank X,Term Loan,84306,23610,14.65,1738,2026-02-12,Current,Yes,46,Avalanche
DEBTX00244,SMB528,Bank Y,Term Loan,789117,13396,26.96,1010,2025-09-05,Defaulted,Yes,34,Refinancing
DEBTX00245,SMB509,Private Financier,Credit Line,1080398,122989,19.85,7971,2025-07-24,Defaulted,Yes,80,Negotiation
DEBTX00246,SMB526,NBFC Capital,Credit Line,887160,429612,18.04,28492,2025-11-01,Overdue,Yes,47,Consolidation
DEBTX00247,SMB518,Bank Y,Term Loan,293749,176802,6.73,18923,2025-04-24,Defaulted,No,40,Negotiation
DEBTX00248,SMB530,Bank Y,Working Capital,689646,162688,12.88,7665,2025-02-13,Closed,Yes,72,Refinancing
DEBTX00249,SMB507,NBFC Capital,Equipment Loan,1064699,705448,23.94,53476,2026-02-23,Current,Yes,25,Refinancing
DEBTX00250,SMB537,Bank X,Credit Line,168052,134678,19.14,10133,2026-03-30,Current,Yes,34,Avalanche
DEBTX00251,SMB504,Bank X,Mortgage Loan,228358,127405,25.45,12237,2026-01-11,Defaulted,No,51,Consolidation
DEBTX00252,SMB517,Bank Z,Equipment Loan,898095,441866,21.61,45134,2025-06-06,Closed,Yes,29,Negotiation
DEBTX00253,SMB510,NBFC Capital,Credit Line,911859,404570,17.69,14080,2026-02-20,Overdue,Yes,71,Negotiation
DEBTX00254,SMB515,Bank X,Term Loan,676825,608537,16.75,24363,2025-10-14,Defaulted,Yes,35,Consolidation
DEBTX00255,SMB547,NBFC Capital,Working Capital,1122239,213900,7.28,15612,2025-04-15,Defaulted,Yes,56,Consolidation
DEBTX00256,SMB541,NBFC Capital,Working Capital,916907,700507,11.46,39177,2025-12-21,Closed,Yes,56,Avalanche
DEBTX00257,SMB536,Private Financier,Equipment Loan,663129,360207,24.16,32162,2025-09-13,Overdue,Yes,34,Negotiation
DEBTX00258,SMB549,Private Financier,Working Capital,734645,373003,26.4,20921,2025-09-26,Overdue,Yes,41,Consolidation
DEBTX00259,SMB540,Private Financier,Credit Line,293454,209483,17.52,23480,2025-01-22,Current,No,75,Negotiation
DEBTX00260,SMB537,Bank Z,Mortgage Loan,270886,115764,17.29,6144,2025-05-31,Overdue,No,44,Consolidation
DEBTX00261,SMB516,Private Financier,Mortgage Loan,685049,656541,6.76,48479,2026-02-16,Closed,Yes,83,Avalanche
DEBTX00262,SMB516,Bank Y,Mortgage Loan,992796,372652,11.6,20500,2025-01-08,Current,Yes,51,Consolidation
DEBTX00263,SMB548,Bank Z,Equipment Loan,130533,125330,20.77,12013,2025-03-16,Closed,Yes,42,Refinancing
DEBTX00264,SMB519,Bank X,Equipment Loan,291010,93007,27.06,6316,2025-04-07,Defaulted,Yes,64,Negotiation
DEBTX00265,SMB516,Bank X,Equipment Loan,925612,155105,11.91,12588,2026-04-18,Defaulted,Yes,63,Refinancing
DEBTX00266,SMB531,NBFC Capital,Mortgage Loan,788856,753560,13.74,90406,2025-08-19,Current,Yes,27,Consolidation
DEBTX00267,SMB505,Bank X,Mortgage Loan,891368,566862,14.45,17497,2025-10-31,Defaulted,Yes,41,Consolidation
DEBTX00268,SMB546,Private Financier,Term Loan,960991,629259,22.6,51580,2025-07-06,Current,Yes,71,Refinancing
DEBTX00269,SMB501,NBFC Capital,Credit Line,76902,68848,17.39,7050,2025-12-14,Overdue,No,54,Consolidation
DEBTX00270,SMB536,Bank Z,Equipment Loan,405505,71709,21.4,4556,2025-10-22,Closed,Yes,50,Negotiation
DEBTX00271,SMB526,Bank X,Equipment Loan,567434,141099,25.4,8509,2025-02-22,Current,Yes,29,Refinancing
DEBTX00272,SMB504,NBFC Capital,Mortgage Loan,90501,82720,20.55,5047,2025-03-06,Current,No,54,Consolidation
DEBTX00273,SMB534,NBFC Capital,Term Loan,386650,198775,9.8,20858,2026-04-19,Closed,No,33,Avalanche
DEBTX00274,SMB537,Bank Z,Mortgage Loan,1184138,571978,11.89,45046,2025-03-26,Current,Yes,28,Refinancing
DEBTX00275,SMB544,Private Financier,Credit Line,655524,360285,9.19,17141,2025-01-14,Current,Yes,61,Consolidation
DEBTX00276,SMB517,Bank Y,Credit Line,899807,483806,8.85,22092,2026-02-07,Closed,Yes,28,Refinancing
DEBTX00277,SMB541,Bank Z,Credit Line,274339,21350,24.82,689,2025-02-03,Closed,No,56,Refinancing
DEBTX00278,SMB531,Bank X,Mortgage Loan,824039,252063,10.52,9918,2025-08-28,Closed,Yes,64,Refinancing
DEBTX00279,SMB515,NBFC Capital,Working Capital,206406,40781,26.24,4780,2025-06-04,Closed,Yes,30,Refinancing
DEBTX00280,SMB541,Bank Z,Term Loan,1183561,792493,23.85,65854,2025-08-20,Current,Yes,34,Refinancing
DEBTX00281,SMB550,Bank X,Mortgage Loan,113970,52944,22.37,4851,2025-04-18,Overdue,No,33,Consolidation
DEBTX00282,SMB520,Private Financier,Mortgage Loan,86777,71069,20.84,6045,2025-09-10,Current,No,79,Avalanche
DEBTX00283,SMB524,Bank X,Working Capital,1000341,873346,11.2,59678,2025-06-19,Closed,Yes,84,Avalanche
DEBTX00284,SMB537,Bank X,Credit Line,974967,318590,15.93,27660,2025-10-16,Current,Yes,67,Snowball
DEBTX00285,SMB508,Private Financier,Credit Line,649353,18491,9.71,2183,2025-10-21,Closed,Yes,66,Consolidation
DEBTX00286,SMB539,NBFC Capital,Credit Line,968682,846354,19.43,51708,2025-05-21,Overdue,Yes,41,Refinancing
DEBTX00287,SMB514,Bank Z,Equipment Loan,267995,208562,6.51,14780,2026-03-17,Closed,No,27,Consolidation
DEBTX00288,SMB507,Bank X,Equipment Loan,536218,435346,8.86,34519,2025-05-05,Overdue,Yes,53,Negotiation
DEBTX00289,SMB505,Bank Z,Mortgage Loan,827629,123147,15.1,14294,2025-11-21,Defaulted,Yes,46,Negotiation
DEBTX00290,SMB546,Bank X,Equipment Loan,1162721,541144,23.54,19886,2025-03-06,Overdue,Yes,79,Refinancing
DEBTX00291,SMB541,Bank Y,Equipment Loan,1080868,137953,25.55,8057,2025-12-05,Defaulted,Yes,50,Refinancing
DEBTX00292,SMB546,Bank Z,Term Loan,918381,439186,27.18,29006,2025-05-28,Closed,Yes,62,Refinancing
DEBTX00293,SMB534,Bank X,Mortgage Loan,1069258,311687,27.34,24782,2025-09-03,Current,Yes,35,Refinancing
DEBTX00294,SMB544,Private Financier,Credit Line,1078340,886466,10.3,65077,2025-11-05,Current,Yes,41,Consolidation
DEBTX00295,SMB508,NBFC Capital,Equipment Loan,1122342,488462,17.16,26872,2025-02-01,Overdue,Yes,34,Negotiation
DEBTX00296,SMB507,Private Financier,Term Loan,508004,487119,10.6,45387,2025-08-04,Overdue,Yes,65,Consolidation
DEBTX00297,SMB547,Bank Z,Term Loan,266791,99182,7.03,3058,2026-04-03,Overdue,No,77,Negotiation
DEBTX00298,SMB522,Bank X,Equipment Loan,644272,401012,27.86,46348,2025-12-28,Defaulted,Yes,57,Refinancing
DEBTX00299,SMB541,Bank X,Term Loan,188432,137587,7.17,5296,2025-05-02,Closed,Yes,81,Avalanche
DEBTX00300,SMB513,Bank X,Term Loan,1040506,466909,16.9,25414,2025-12-13,Overdue,Yes,27,Refinancing
DEBTX00301,SMB507,Private Financier,Working Capital,150007,77107,24.98,2925,2025-07-28,Defaulted,No,73,Consolidation
DEBTX00302,SMB544,NBFC Capital,Mortgage Loan,285714,100688,18.15,6259,2025-01-26,Defaulted,No,34,Consolidation
DEBTX00303,SMB512,Bank Y,Mortgage Loan,277775,269941,26.36,25158,2025-08-12,Overdue,Yes,61,Refinancing
DEBTX00304,SMB541,NBFC Capital,Credit Line,1143605,215175,10.33,7140,2025-08-08,Defaulted,Yes,26,Negotiation
DEBTX00305,SMB533,Bank Y,Credit Line,1159128,356282,17.45,33820,2026-03-27,Closed,Yes,32,Snowball
DEBTX00306,SMB514,Bank Y,Working Capital,1025285,924266,18.37,107281,2025-08-03,Current,Yes,69,Consolidation
DEBTX00307,SMB514,Private Financier,Credit Line,514974,19439,23.96,1204,2025-02-18,Defaulted,Yes,38,Consolidation
DEBTX00308,SMB514,Bank X,Working Capital,579410,34410,22.69,1241,2025-01-12,Defaulted,Yes,81,Refinancing
DEBTX00309,SMB515,Bank Z,Term Loan,851596,410103,18.46,35307,2025-02-22,Closed,Yes,48,Refinancing
DEBTX00310,SMB510,Private Financier,Credit Line,997336,963548,7.78,37485,2026-03-02,Defaulted,Yes,40,Consolidation
DEBTX00311,SMB528,Bank X,Mortgage Loan,483759,184648,22.46,15753,2025-11-30,Current,Yes,67,Refinancing
DEBTX00312,SMB550,Bank X,Credit Line,668771,338104,19.62,20199,2025-11-12,Defaulted,Yes,29,Refinancing
DEBTX00313,SMB508,Bank X,Term Loan,1024787,482836,18.98,57811,2025-02-20,Current,Yes,33,Consolidation
DEBTX00314,SMB535,NBFC Capital,Equipment Loan,1058052,950160,19.19,93831,2026-03-18,Overdue,Yes,35,Refinancing
DEBTX00315,SMB526,Bank Y,Credit Line,640576,197704,19.85,11914,2026-05-12,Overdue,Yes,77,Negotiation
DEBTX00316,SMB543,Bank Z,Mortgage Loan,220929,189845,6.92,19543,2025-06-29,Current,No,63,Refinancing
DEBTX00317,SMB507,Bank Y,Equipment Loan,63525,28671,10.81,1370,2026-03-19,Current,Yes,28,Snowball
DEBTX00318,SMB537,NBFC Capital,Credit Line,1065262,933177,7.55,57604,2025-01-07,Closed,Yes,36,Consolidation
DEBTX00319,SMB550,Bank Z,Credit Line,831132,739809,26.2,84052,2025-06-10,Closed,Yes,54,Refinancing
DEBTX00320,SMB545,Bank Y,Term Loan,102943,70559,12.17,6751,2025-12-22,Closed,No,58,Consolidation
DEBTX00321,SMB535,Private Financier,Mortgage Loan,286233,105978,24.08,7115,2025-12-19,Current,Yes,63,Refinancing
DEBTX00322,SMB508,Private Financier,Equipment Loan,891362,881384,11.29,40961,2025-08-08,Defaulted,Yes,31,Negotiation
DEBTX00323,SMB536,NBFC Capital,Term Loan,92410,39126,25.64,1428,2025-01-12,Current,Yes,83,Refinancing
DEBTX00324,SMB543,Bank X,Term Loan,1145778,598711,26.1,32331,2025-03-24,Closed,Yes,33,Refinancing
DEBTX00325,SMB540,NBFC Capital,Credit Line,788297,691344,17.56,33934,2026-01-05,Closed,Yes,73,Consolidation
DEBTX00326,SMB544,Bank Y,Working Capital,928372,826039,17.8,74956,2026-02-27,Closed,Yes,64,Avalanche
DEBTX00327,SMB525,Bank X,Mortgage Loan,681236,416795,8.61,15867,2025-02-14,Closed,Yes,81,Avalanche
DEBTX00328,SMB534,Private Financier,Term Loan,1194132,349283,27.46,22160,2026-05-10,Closed,Yes,54,Refinancing
DEBTX00329,SMB506,Bank Z,Mortgage Loan,948511,529791,10.3,42704,2025-02-06,Defaulted,Yes,70,Negotiation
DEBTX00330,SMB539,NBFC Capital,Working Capital,230144,150036,17.66,14193,2026-05-08,Closed,No,39,Refinancing
DEBTX00331,SMB521,Bank Z,Credit Line,85850,38986,12.55,4677,2025-11-11,Closed,No,62,Avalanche
DEBTX00332,SMB515,Private Financier,Working Capital,296485,167915,24.48,11243,2025-10-02,Current,Yes,62,Refinancing
DEBTX00333,SMB539,NBFC Capital,Equipment Loan,893997,367010,8.73,14605,2025-02-17,Overdue,Yes,29,Refinancing
DEBTX00334,SMB524,Bank Y,Working Capital,815303,801380,6.7,39219,2026-05-15,Overdue,Yes,46,Consolidation
DEBTX00335,SMB538,Bank X,Equipment Loan,481488,419093,8.79,40008,2025-01-05,Overdue,Yes,51,Refinancing
DEBTX00336,SMB548,Bank Z,Credit Line,1057958,198813,24.7,6596,2025-07-28,Current,Yes,44,Refinancing
DEBTX00337,SMB547,Bank X,Mortgage Loan,1132997,400579,17.62,41455,2026-03-02,Current,Yes,26,Snowball
DEBTX00338,SMB504,Private Financier,Term Loan,785577,662975,25.29,26410,2026-04-07,Current,Yes,80,Refinancing
DEBTX00339,SMB537,Private Financier,Equipment Loan,836188,657839,6.14,64337,2025-06-13,Overdue,Yes,50,Negotiation
DEBTX00340,SMB512,NBFC Capital,Equipment Loan,205241,134695,8.65,12448,2025-04-21,Current,No,42,Avalanche
DEBTX00341,SMB536,Private Financier,Term Loan,466555,379710,23.91,38202,2026-03-11,Current,Yes,61,Refinancing
DEBTX00342,SMB510,NBFC Capital,Equipment Loan,354869,260893,21.08,25775,2026-03-12,Closed,No,29,Snowball
DEBTX00343,SMB521,Bank Y,Term Loan,524027,164352,27.57,16055,2025-10-11,Closed,Yes,60,Refinancing
DEBTX00344,SMB526,Bank X,Working Capital,281034,278197,6.74,16931,2025-10-11,Closed,Yes,72,Avalanche
DEBTX00345,SMB519,Bank X,Equipment Loan,520264,112606,23.04,8473,2026-01-08,Current,Yes,57,Refinancing
DEBTX00346,SMB529,Bank X,Equipment Loan,508635,205946,11.41,13550,2025-12-30,Overdue,Yes,78,Refinancing
DEBTX00347,SMB546,Bank Z,Term Loan,793430,580660,9.96,56323,2025-04-06,Defaulted,Yes,66,Refinancing
DEBTX00348,SMB538,NBFC Capital,Credit Line,775366,122610,26.68,10354,2025-02-12,Closed,Yes,34,Refinancing
DEBTX00349,SMB518,Private Financier,Term Loan,745815,480722,27.26,36793,2025-01-08,Closed,Yes,44,Refinancing
DEBTX00350,SMB513,NBFC Capital,Term Loan,870258,387060,27.63,19073,2025-09-14,Overdue,Yes,34,Refinancing
DEBTX00351,SMB504,Bank Z,Term Loan,819428,799569,11.41,58287,2025-08-06,Current,Yes,35,Negotiation
DEBTX00352,SMB550,Private Financier,Credit Line,565186,50734,27.53,1862,2025-11-02,Defaulted,Yes,36,Refinancing
DEBTX00353,SMB516,Bank Z,Term Loan,561430,460711,8.58,15307,2025-07-22,Overdue,Yes,74,Refinancing
DEBTX00354,SMB534,NBFC Capital,Term Loan,877489,374128,23.1,22181,2026-03-03,Defaulted,Yes,42,Negotiation
DEBTX00355,SMB547,Bank Z,Credit Line,214029,113115,25.75,12968,2025-11-25,Closed,Yes,53,Refinancing
DEBTX00356,SMB502,Bank X,Mortgage Loan,417124,335319,17.94,25826,2025-10-30,Defaulted,Yes,62,Refinancing
DEBTX00357,SMB508,Bank X,Mortgage Loan,648721,603732,32.49,53686,2025-06-16,Overdue,Yes,81,Refinancing
DEBTX00358,SMB524,Bank X,Credit Line,719093,372842,26.8,22067,2025-05-30,Current,Yes,44,Refinancing
DEBTX00359,SMB520,NBFC Capital,Working Capital,140538,70943,22.65,7384,2025-01-20,Overdue,No,81,Refinancing
DEBTX00360,SMB531,Bank X,Term Loan,1037051,114056,27.7,11275,2025-01-22,Defaulted,Yes,53,Negotiation
DEBTX00361,SMB542,Bank X,Working Capital,856663,357350,7.39,16720,2026-01-15,Defaulted,Yes,60,Consolidation
DEBTX00362,SMB518,Private Financier,Working Capital,1190588,1108706,27.43,118883,2025-02-18,Overdue,Yes,64,Consolidation
DEBTX00363,SMB529,Bank X,Credit Line,621003,245044,21.94,9722,2026-05-11,Defaulted,Yes,53,Consolidation
DEBTX00364,SMB521,NBFC Capital,Mortgage Loan,563983,310145,10.58,25625,2025-12-04,Defaulted,Yes,69,Negotiation
DEBTX00365,SMB502,NBFC Capital,Equipment Loan,941532,727492,15.08,70583,2025-07-30,Defaulted,Yes,56,Consolidation
DEBTX00366,SMB521,Private Financier,Working Capital,975216,653377,7.78,26712,2025-01-29,Defaulted,Yes,61,Negotiation
DEBTX00367,SMB542,Bank Y,Equipment Loan,352394,171694,22.59,14497,2025-01-04,Overdue,No,50,Consolidation
DEBTX00368,SMB544,NBFC Capital,Working Capital,1060553,754600,17.15,38239,2025-01-04,Defaulted,Yes,50,Refinancing
DEBTX00369,SMB550,Bank Y,Credit Line,412630,33445,25.15,2835,2025-08-28,Overdue,Yes,56,Refinancing
DEBTX00370,SMB545,NBFC Capital,Credit Line,902040,609433,6.67,67214,2026-02-24,Closed,Yes,76,Avalanche
DEBTX00371,SMB535,Bank Y,Equipment Loan,767426,594653,23.64,26550,2026-01-06,Overdue,Yes,50,Refinancing
DEBTX00372,SMB515,Bank Y,Term Loan,335879,320680,11.69,10465,2025-09-17,Overdue,Yes,26,Negotiation
DEBTX00373,SMB523,Bank X,Working Capital,578283,253979,24.27,14983,2025-01-10,Defaulted,Yes,31,Consolidation
DEBTX00374,SMB545,Bank Z,Equipment Loan,868048,600077,24.12,62994,2025-08-23,Closed,Yes,81,Refinancing
DEBTX00375,SMB504,Bank X,Working Capital,692088,453980,22.25,41418,2025-05-13,Overdue,Yes,40,Negotiation
DEBTX00376,SMB542,Bank Z,Term Loan,474691,394837,16.31,44943,2025-09-19,Overdue,Yes,36,Consolidation
DEBTX00377,SMB527,Bank Y,Working Capital,743987,104177,11.91,5735,2025-07-09,Closed,Yes,46,Refinancing
DEBTX00378,SMB537,Bank Z,Term Loan,276506,39819,6.14,2097,2026-01-21,Current,No,36,Negotiation
DEBTX00379,SMB528,Bank Z,Mortgage Loan,587729,587729,10.89,28818,2025-11-22,Defaulted,Yes,98,Refinancing
DEBTX00380,SMB527,NBFC Capital,Working Capital,580850,212640,24.29,14471,2025-03-03,Closed,Yes,60,Refinancing
DEBTX00381,SMB530,Bank Y,Working Capital,522671,234818,8.71,10207,2026-01-31,Overdue,Yes,82,Consolidation
DEBTX00382,SMB504,Bank Z,Mortgage Loan,504928,349049,26.69,37327,2025-08-07,Current,Yes,42,Refinancing
DEBTX00383,SMB516,Bank X,Mortgage Loan,155604,114872,11.37,4458,2025-11-15,Overdue,Yes,26,Consolidation
DEBTX00384,SMB546,Bank Z,Working Capital,1017701,1017701,22.09,15751,2026-03-10,Defaulted,Yes,98,Negotiation
DEBTX00385,SMB526,Bank X,Working Capital,1042749,346482,22.4,33892,2025-01-05,Current,Yes,60,Refinancing
DEBTX00386,SMB533,Bank Z,Working Capital,299794,85505,11.69,3859,2025-08-27,Defaulted,No,77,Negotiation
DEBTX00387,SMB516,Private Financier,Term Loan,706868,605249,8.0,25185,2026-04-02,Current,Yes,78,Avalanche
DEBTX00388,SMB508,Bank Z,Credit Line,969953,954712,17.74,90806,2025-03-28,Closed,Yes,48,Refinancing
DEBTX00389,SMB543,NBFC Capital,Mortgage Loan,486989,256530,8.86,20062,2025-04-22,Closed,Yes,26,Consolidation
DEBTX00390,SMB513,NBFC Capital,Credit Line,668579,367391,24.38,27707,2025-05-05,Current,Yes,61,Refinancing
DEBTX00391,SMB506,NBFC Capital,Equipment Loan,357787,125912,36.87,11407,2025-11-13,Overdue,Yes,90,Consolidation
DEBTX00392,SMB549,NBFC Capital,Working Capital,1070204,1059830,9.95,117950,2026-03-05,Overdue,Yes,50,Negotiation
DEBTX00393,SMB519,Bank X,Credit Line,1135862,467679,17.15,25877,2025-10-26,Defaulted,Yes,60,Refinancing
DEBTX00394,SMB537,Bank X,Term Loan,185021,116587,27.12,12405,2025-05-18,Overdue,Yes,27,Refinancing
DEBTX00395,SMB536,Bank Z,Credit Line,117802,75321,27.21,4889,2025-06-26,Current,No,84,Refinancing
DEBTX00396,SMB506,Bank Z,Credit Line,399089,46580,25.8,2168,2026-01-30,Defaulted,Yes,27,Refinancing
DEBTX00397,SMB507,Bank Z,Mortgage Loan,76902,61785,7.72,6862,2025-06-13,Current,Yes,69,Negotiation
DEBTX00398,SMB517,Bank X,Term Loan,575445,575445,20.17,47451,2026-03-08,Defaulted,Yes,98,Refinancing
DEBTX00399,SMB528,NBFC Capital,Term Loan,707934,506839,14.71,51920,2026-01-17,Defaulted,Yes,33,Consolidation
DEBTX00400,SMB549,Bank Z,Mortgage Loan,1128968,616145,17.77,59168,2025-02-03,Overdue,Yes,58,Refinancing
DEBTX00401,SMB506,NBFC Capital,Working Capital,373328,48561,20.46,4880,2026-01-11,Current,No,73,Negotiation
DEBTX00402,SMB550,Private Financier,Working Capital,897958,112571,20.43,7398,2025-08-27,Defaulted,Yes,67,Negotiation
DEBTX00403,SMB522,Private Financier,Mortgage Loan,512299,333262,23.75,31752,2025-07-13,Defaulted,Yes,65,Refinancing
DEBTX00404,SMB518,NBFC Capital,Working Capital,352561,66978,6.97,6752,2025-04-05,Closed,No,49,Avalanche
DEBTX00405,SMB507,Bank X,Equipment Loan,1194089,858587,12.56,88968,2026-05-02,Closed,Yes,56,Avalanche
DEBTX00406,SMB522,Private Financier,Term Loan,884769,760004,14.53,46004,2025-11-02,Current,Yes,37,Negotiation
DEBTX00407,SMB502,Bank Y,Working Capital,242097,173146,32.53,18298,2025-05-05,Overdue,Yes,96,Refinancing
DEBTX00408,SMB522,NBFC Capital,Mortgage Loan,1094062,505023,17.57,15264,2025-10-27,Closed,Yes,44,Snowball
DEBTX00409,SMB535,Bank Z,Credit Line,1125341,403441,40.93,25996,2026-01-06,Overdue,Yes,91,Consolidation
DEBTX00410,SMB517,Bank Y,Term Loan,650867,234324,8.71,22282,2025-05-21,Defaulted,Yes,31,Consolidation
DEBTX00411,SMB509,Private Financier,Term Loan,600150,315084,12.55,26301,2026-01-06,Current,Yes,49,Negotiation
DEBTX00412,SMB535,NBFC Capital,Mortgage Loan,127085,98959,11.14,5087,2025-07-26,Current,Yes,45,Negotiation
DEBTX00413,SMB507,Bank Z,Working Capital,882978,335785,24.25,22310,2025-10-28,Closed,Yes,75,Refinancing
DEBTX00414,SMB502,Bank X,Equipment Loan,836161,389298,10.09,12289,2025-03-28,Overdue,Yes,47,Negotiation
DEBTX00415,SMB543,Bank X,Working Capital,83128,45531,16.7,3253,2025-06-03,Defaulted,Yes,37,Negotiation
DEBTX00416,SMB544,Private Financier,Equipment Loan,829242,442844,14.42,47998,2026-02-13,Overdue,Yes,64,Negotiation
DEBTX00417,SMB509,NBFC Capital,Equipment Loan,294474,128391,26.15,7894,2025-06-10,Overdue,No,51,Refinancing
DEBTX00418,SMB524,Private Financier,Term Loan,1021743,802918,6.77,79033,2025-05-25,Current,Yes,43,Consolidation
DEBTX00419,SMB535,Bank Y,Working Capital,86918,28308,9.97,1520,2025-01-26,Overdue,No,79,Negotiation
DEBTX00420,SMB507,Private Financier,Term Loan,622054,239151,40.84,8730,2025-01-23,Overdue,Yes,88,Refinancing
DEBTX00421,SMB550,Bank Z,Mortgage Loan,834123,366091,26.24,29019,2026-03-24,Defaulted,Yes,48,Consolidation
DEBTX00422,SMB507,Bank Z,Mortgage Loan,209471,144786,26.84,15836,2025-04-09,Closed,No,75,Refinancing
DEBTX00423,SMB545,Private Financier,Credit Line,1187248,473079,27.22,34400,2026-02-07,Defaulted,Yes,25,Negotiation
DEBTX00424,SMB548,NBFC Capital,Working Capital,857334,703584,22.87,59226,2025-03-01,Current,Yes,43,Refinancing
DEBTX00425,SMB506,NBFC Capital,Credit Line,582474,582474,7.38,9719,2025-11-15,Defaulted,Yes,98,Consolidation
DEBTX00426,SMB525,Private Financier,Term Loan,932194,932194,26.23,62834,2025-01-27,Defaulted,Yes,98,Negotiation
DEBTX00427,SMB525,Bank Y,Working Capital,325433,94085,8.13,10105,2025-09-09,Defaulted,No,44,Consolidation
DEBTX00428,SMB528,Bank Z,Term Loan,229456,6701,33.41,368,2025-10-01,Overdue,No,93,Refinancing
DEBTX00429,SMB543,Bank X,Credit Line,533124,74319,10.46,7570,2025-08-30,Overdue,Yes,76,Refinancing
DEBTX00430,SMB503,NBFC Capital,Equipment Loan,702734,591026,13.69,32601,2025-08-09,Current,Yes,45,Refinancing
DEBTX00431,SMB515,Private Financier,Credit Line,604226,604226,7.87,2668,2025-03-08,Defaulted,Yes,98,Consolidation
DEBTX00432,SMB531,Bank Y,Term Loan,461848,259273,9.48,12052,2025-11-10,Defaulted,Yes,53,Negotiation
DEBTX00433,SMB528,Bank X,Term Loan,491596,491596,7.26,4911,2026-02-20,Defaulted,Yes,98,Negotiation
DEBTX00434,SMB534,Bank Y,Term Loan,591540,319469,27.4,24992,2025-05-21,Defaulted,Yes,74,Consolidation
DEBTX00435,SMB524,NBFC Capital,Term Loan,753911,191808,11.66,13022,2025-11-26,Closed,Yes,26,Negotiation
DEBTX00436,SMB525,Bank Y,Mortgage Loan,98698,56858,6.75,5490,2026-04-12,Current,No,75,Avalanche
DEBTX00437,SMB516,Bank Y,Credit Line,560161,353962,22.61,41722,2025-09-24,Defaulted,Yes,73,Refinancing
DEBTX00438,SMB526,NBFC Capital,Equipment Loan,384755,338444,21.57,28822,2025-03-28,Closed,Yes,67,Negotiation
DEBTX00439,SMB502,Bank Y,Term Loan,834000,765281,18.75,84042,2025-01-11,Overdue,Yes,84,Refinancing
DEBTX00440,SMB549,Bank Y,Equipment Loan,1130395,687668,12.28,64025,2026-05-12,Defaulted,Yes,81,Refinancing
DEBTX00441,SMB539,Bank X,Working Capital,64201,18025,17.47,1528,2025-08-03,Overdue,No,29,Consolidation
DEBTX00442,SMB515,Bank X,Equipment Loan,296182,168169,23.4,17126,2025-07-15,Closed,No,39,Refinancing
