Transaction_ID,Date,Business_ID,Category,Cash_Inflow,Cash_Outflow,Net_Cashflow,Payment_Method,Notes
TXN0276,2024-10-15,SMB106,Inventory Purchase,0,7312,-7312,Bank Transfer,Warning: Negative cashflow
TXN0277,2024-06-10,SMB113,Sales Revenue,49855,0,49855,Credit,Normal transaction
TXN0278,2024-08-14,SMB137,Payroll,0,23634,-23634,Credit,Warning: Negative cashflow
TXN0279,2024-03-25,SMB109,Loan Repayment,0,15961,-15961,Cash,Warning: Negative cashflow
TXN0280,2024-02-02,SMB120,Payroll,0,3895,-3895,Cash,Warning: Negative cashflow
TXN0281,2024-10-10,SMB122,Payroll,0,23337,-23337,Cash,Warning: Negative cashflow
TXN0282,2024-05-03,SMB131,Miscellaneous,0,8034,-8034,Bank Transfer,Warning: Negative cashflow
TXN0283,2024-11-30,SMB108,Inventory Purchase,0,23647,-23647,Online Wallet,Warning: Negative cashflow
TXN0284,2024-01-28,SMB116,Loan Repayment,0,27308,-27308,Bank Transfer,Warning: Negative cashflow
TXN0285,2024-09-06,SMB108,Miscellaneous,8320,0,8320,Bank Transfer,Market fluctuation
TXN0286,2024-12-04,SMB101,Loan Repayment,0,3687,-3687,Credit,Warning: Negative cashflow
TXN0287,2025-01-26,SMB102,Rent,0,17391,-17391,Cash,Warning: Negative cashflow
TXN0288,2024-12-08,SMB130,Inventory Purchase,0,11203,-11203,Bank Transfer,Warning: Negative cashflow
TXN0289,2024-07-29,SMB147,Rent,0,25114,-25114,Cash,Warning: Negative cashflow
TXN0290,2024-06-15,SMB116,Rent,0,19132,-19132,Cash,Warning: Negative cashflow
TXN0291,2024-01-14,SMB117,Rent,0,19115,-19115,Credit,Warning: Negative cashflow
TXN0292,2024-07-05,SMB149,Rent,0,2300,-2300,Bank Transfer,Warning: Negative cashflow
TXN0293,2024-12-06,SMB102,Loan Repayment,0,19053,-19053,Cash,Warning: Negative cashflow
TXN0294,2024-01-06,SMB140,Payroll,0,11543,-11543,Online Wallet,Warning: Negative cashflow
TXN0295,2024-03-16,SMB136,Inventory Purchase,0,23000,-23000,Cash,Warning: Negative cashflow
TXN0296,2024-09-07,SMB132,Inventory Purchase,0,17014,-17014,Online Wallet,Warning: Negative cashflow
TXN0297,2025-01-15,SMB103,Loan Repayment,0,22394,-22394,Online Wallet,Warning: Negative cashflow
TXN0298,2025-01-19,SMB122,Loan Repayment,0,18973,-18973,Bank Transfer,Warning: Negative cashflow
TXN0299,2024-05-24,SMB129,Payroll,0,19456,-19456,Cash,Warning: Negative cashflow
TXN0300,2024-10-05,SMB135,Miscellaneous,5303,78824,-78824,Cash,Warning: Negative cashflow
TXN0301,2024-05-08,SMB130,Payroll,0,12665,-12665,Cash,Warning: Negative cashflow
TXN0302,2024-11-14,SMB150,Loan Repayment,0,17081,-17081,Bank Transfer,Warning: Negative cashflow
TXN0303,2024-11-23,SMB118,Payroll,0,10199,-10199,Bank Transfer,Warning: Negative cashflow
TXN0304,2024-07-16,SMB123,Sales Revenue,35807,0,35807,Credit,Seasonal effect
TXN0305,2024-10-06,SMB146,Inventory Purchase,0,29983,-29983,Online Wallet,Warning: Negative cashflow
TXN0306,2024-12-24,SMB108,Miscellaneous,0,7508,-7508,Credit,Warning: Negative cashflow
TXN0307,2024-09-28,SMB137,Inventory Purchase,0,5171,-5171,Bank Transfer,Warning: Negative cashflow
TXN0308,2024-02-28,SMB139,Miscellaneous,7555,0,7555,Cash,Market fluctuation
TXN0309,2025-01-14,SMB132,Sales Revenue,45307,0,45307,Bank Transfer,Market fluctuation
TXN0310,2024-09-16,SMB123,Loan Repayment,0,28371,-28371,Online Wallet,Warning: Negative cashflow
TXN0311,2025-01-05,SMB110,Rent,0,173082,-173082,Online Wallet,Warning: Negative cashflow
TXN0312,2024-01-24,SMB127,Rent,0,99178,-84608,Cash,Warning: Negative cashflow
TXN0313,2024-06-10,SMB138,Payroll,0,24212,-24212,Cash,Warning: Negative cashflow
TXN0314,2024-12-11,SMB103,Rent,0,24907,-24907,Credit,Warning: Negative cashflow
TXN0315,2024-09-25,SMB127,Sales Revenue,40261,0,40261,Bank Transfer,Seasonal effect
TXN0316,2024-02-29,SMB113,Inventory Purchase,0,9360,-9360,Online Wallet,Warning: Negative cashflow
TXN0317,2025-01-23,SMB139,Payroll,0,26086,-26086,Cash,Warning: Negative cashflow
TXN0318,2024-12-24,SMB119,Sales Revenue,31860,0,31860,Credit,Market fluctuation
TXN0319,2024-01-27,SMB112,Payroll,0,17079,-17079,Credit,Warning: Negative cashflow
TXN0320,2024-02-25,SMB138,Inventory Purchase,0,3948,-3948,Bank Transfer,Warning: Negative cashflow
TXN0321,2024-07-27,SMB146,Loan Repayment,0,22252,-22252,Bank Transfer,Warning: Negative cashflow
TXN0322,2024-01-22,SMB123,Payroll,0,29888,-29888,Bank Transfer,Warning: Negative cashflow
TXN0323,2024-02-15,SMB110,Miscellaneous,1960,0,1960,Bank Transfer,Seasonal effect
TXN0324,2024-07-21,SMB104,Rent,0,24930,-24930,Credit,Warning: Negative cashflow
TXN0325,2024-05-24,SMB132,Inventory Purchase,0,23103,-23103,Cash,Warning: Negative cashflow
TXN0326,2024-04-27,SMB132,Rent,0,10286,-10286,Bank Transfer,Warning: Negative cashflow
TXN0327,2024-12-25,SMB115,Payroll,0,26586,-26586,Bank Transfer,Warning: Negative cashflow
TXN0328,2024-03-07,SMB131,Payroll,0,11438,-11438,Bank Transfer,Warning: Negative cashflow
TXN0329,2024-10-20,SMB131,Sales Revenue,30269,0,30269,Bank Transfer,Seasonal effect
TXN0330,2024-06-17,SMB140,Loan Repayment,0,27786,-27786,Credit,Warning: Negative cashflow
TXN0331,2024-06-22,SMB132,Miscellaneous,9013,0,9013,Bank Transfer,Normal transaction
TXN0332,2024-03-20,SMB116,Loan Repayment,0,6603,-6603,Bank Transfer,Warning: Negative cashflow
TXN0333,2024-12-05,SMB130,Inventory Purchase,0,16033,-16033,Credit,Warning: Negative cashflow
TXN0334,2024-01-17,SMB107,Sales Revenue,10534,0,10534,Online Wallet,Market fluctuation
TXN0335,2024-08-08,SMB150,Miscellaneous,0,5893,-5893,Online Wallet,Warning: Negative cashflow
TXN0336,2024-12-09,SMB107,Payroll,0,62288,-48781,Online Wallet,Warning: Negative cashflow
TXN0337,2024-12-30,SMB150,Sales Revenue,48805,0,48805,Cash,Seasonal effect
TXN0338,2024-07-14,SMB105,Rent,0,28700,-28700,Credit,Warning: Negative cashflow
TXN0339,2025-01-03,SMB117,Payroll,0,21218,-21218,Online Wallet,Warning: Negative cashflow
TXN0340,2024-09-02,SMB118,Inventory Purchase,0,29697,-29697,Credit,Warning: Negative cashflow
TXN0341,2025-01-12,SMB134,Payroll,0,111352,-82791,Credit,Warning: Negative cashflow
TXN0342,2024-04-27,SMB138,Miscellaneous,8258,0,8258,Credit,Seasonal effect
TXN0343,2024-03-16,SMB148,Payroll,0,8692,-8692,Online Wallet,Warning: Negative cashflow
TXN0344,2024-03-03,SMB104,Sales Revenue,40436,0,40436,Bank Transfer,Seasonal effect
TXN0345,2024-01-25,SMB139,Rent,0,22578,-22578,Credit,Warning: Negative cashflow
TXN0346,2024-05-03,SMB109,Sales Revenue,42029,0,42029,Bank Transfer,Normal transaction
TXN0347,2024-01-25,SMB115,Loan Repayment,0,24315,-24315,Online Wallet,Warning: Negative cashflow
TXN0348,2024-11-17,SMB126,Rent,0,10741,-10741,Online Wallet,Warning: Negative cashflow
TXN0349,2024-04-20,SMB107,Inventory Purchase,0,3210,-3210,Credit,Warning: Negative cashflow
TXN0350,2024-06-05,SMB129,Inventory Purchase,0,6981,-6981,Cash,Warning: Negative cashflow
TXN0351,2024-05-17,SMB121,Miscellaneous,0,2607,-2607,Cash,Warning: Negative cashflow
TXN0352,2024-08-29,SMB149,Miscellaneous,3926,0,3926,Cash,Seasonal effect
TXN0353,2024-10-03,SMB108,Miscellaneous,0,2216,-2216,Online Wallet,Warning: Negative cashflow
TXN0354,2024-06-15,SMB113,Loan Repayment,0,26702,-26702,Online Wallet,Warning: Negative cashflow
TXN0355,2024-02-03,SMB137,Rent,0,13494,-13494,Cash,Warning: Negative cashflow
TXN0356,2024-11-30,SMB137,Inventory Purchase,0,57393,-57393,Cash,Warning: Negative cashflow
TXN0357,2024-12-11,SMB112,Payroll,0,16567,-16567,Bank Transfer,Warning: Negative cashflow
TXN0358,2024-02-02,SMB117,Inventory Purchase,0,5059,-5059,Online Wallet,Warning: Negative cashflow
TXN0359,2025-01-21,SMB116,Payroll,0,18975,-18975,Cash,Warning: Negative cashflow
TXN0360,2024-05-09,SMB123,Miscellaneous,9098,0,9098,Cash,Market fluctuation
TXN0361,2024-03-25,SMB104,Sales Revenue,17229,74441,-74441,Cash,Warning: Negative cashflow
TXN0362,2024-01-17,SMB122,Payroll,0,23145,-23145,Online Wallet,Warning: Negative cashflow
TXN0363,2024-12-22,SMB101,Loan Repayment,0,4890,-4890,Credit,Warning: Negative cashflow
TXN0364,2024-09-09,SMB127,Inventory Purchase,0,17454,-17454,Online Wallet,Warning: Negative cashflow
TXN0365,2024-08-20,SMB139,Miscellaneous,7108,0,7108,Bank Transfer,Normal transaction
TXN0366,2024-12-19,SMB120,Sales Revenue,29709,0,29709,Credit,Normal transaction
TXN0367,2024-01-10,SMB125,Payroll,0,12912,-12912,Cash,Warning: Negative cashflow
TXN0368,2025-01-13,SMB124,Loan Repayment,0,2243,-2243,Online Wallet,Warning: Negative cashflow
TXN0369,2024-02-12,SMB103,Inventory Purchase,0,19293,-19293,Online Wallet,Warning: Negative cashflow
TXN0370,2024-05-09,SMB127,Sales Revenue,42107,0,42107,Bank Transfer,Market fluctuation
TXN0371,2024-10-19,SMB135,Sales Revenue,46219,0,46219,Online Wallet,Normal transaction
TXN0372,2024-08-26,SMB150,Rent,0,25812,-25812,Online Wallet,Warning: Negative cashflow
TXN0373,2024-09-04,SMB129,Payroll,0,16696,-16696,Cash,Warning: Negative cashflow
TXN0374,2025-01-09,SMB114,Loan Repayment,0,17952,-17952,Bank Transfer,Warning: Negative cashflow
TXN0375,2024-09-05,SMB134,Inventory Purchase,0,147798,-147798,Bank Transfer,Warning: Negative cashflow
TXN0376,2024-07-09,SMB150,Inventory Purchase,0,21619,-21619,Online Wallet,Warning: Negative cashflow
TXN0377,2024-10-01,SMB125,Payroll,0,2613,-2613,Bank Transfer,Warning: Negative cashflow
TXN0378,2024-09-21,SMB142,Sales Revenue,16474,0,16474,Cash,Market fluctuation
TXN0379,2024-04-04,SMB103,Inventory Purchase,0,8880,-8880,Online Wallet,Warning: Negative cashflow
TXN0380,2024-04-04,SMB110,Inventory Purchase,0,22961,-22961,Cash,Warning: Negative cashflow
TXN0381,2024-10-06,SMB125,Rent,0,6524,-6524,Bank Transfer,Warning: Negative cashflow
TXN0382,2024-02-05,SMB121,Rent,0,11876,-11876,Bank Transfer,Warning: Negative cashflow
TXN0383,2025-01-10,SMB139,Miscellaneous,8835,0,8835,Cash,Seasonal effect
TXN0384,2024-07-08,SMB143,Sales Revenue,39109,0,39109,Credit,Market fluctuation
TXN0385,2024-07-15,SMB109,Payroll,0,6881,-6881,Bank Transfer,Warning: Negative cashflow
TXN0386,2024-03-28,SMB142,Rent,0,20775,-20775,Cash,Warning: Negative cashflow
TXN0387,2025-01-30,SMB110,Inventory Purchase,0,14459,-14459,Cash,Warning: Negative cashflow
TXN0388,2025-02-03,SMB135,Payroll,0,23229,-23229,Cash,Warning: Negative cashflow
TXN0389,2024-11-13,SMB135,Loan Repayment,0,22994,-22994,Cash,Warning: Negative cashflow
TXN0390,2024-07-10,SMB102,Rent,0,18232,-18232,Bank Transfer,Warning: Negative cashflow
TXN0391,2024-11-21,SMB128,Loan Repayment,0,22108,-22108,Online Wallet,Warning: Negative cashflow
TXN0392,2024-12-27,SMB108,Sales Revenue,36787,0,36787,Credit,Market fluctuation
TXN0393,2024-01-06,SMB106,Sales Revenue,46314,0,46314,Credit,Seasonal effect
TXN0394,2024-01-17,SMB149,Miscellaneous,0,8280,-8280,Cash,Warning: Negative cashflow
TXN0395,2024-02-17,SMB149,Sales Revenue,6086,0,6086,Credit,Normal transaction
TXN0396,2024-04-09,SMB130,Rent,0,22976,-22976,Bank Transfer,Warning: Negative cashflow
TXN0397,2024-06-24,SMB133,Rent,0,20289,-20289,Bank Transfer,Warning: Negative cashflow
TXN0398,2024-04-20,SMB133,Rent,0,3851,-3851,Cash,Warning: Negative cashflow
TXN0399,2024-06-10,SMB102,Loan Repayment,0,24573,-24573,Bank Transfer,Warning: Negative cashflow
TXN0400,2024-09-18,SMB102,Sales Revenue,21823,15003,-15003,Online Wallet,Warning: Negative cashflow
TXN0401,2024-04-19,SMB147,Payroll,0,10400,-10400,Bank Transfer,Warning: Negative cashflow
TXN0402,2024-10-26,SMB121,Inventory Purchase,0,6591,-6591,Cash,Warning: Negative cashflow
TXN0403,2024-03-02,SMB108,Loan Repayment,0,22697,-22697,Credit,Warning: Negative cashflow
TXN0404,2024-07-29,SMB120,Inventory Purchase,0,9727,-9727,Credit,Warning: Negative cashflow
TXN0405,2024-08-17,SMB135,Inventory Purchase,0,19213,-19213,Credit,Warning: Negative cashflow
TXN0406,2024-02-11,SMB116,Miscellaneous,0,7032,-7032,Online Wallet,Warning: Negative cashflow
TXN0407,2024-05-07,SMB141,Loan Repayment,0,15615,-15615,Online Wallet,Warning: Negative cashflow
TXN0408,2024-10-14,SMB138,Payroll,0,363810,-363810,Credit,Warning: Negative cashflow
TXN0409,2024-11-09,SMB142,Inventory Purchase,0,6678,-6678,Online Wallet,Warning: Negative cashflow
TXN0410,2024-04-09,SMB130,Inventory Purchase,0,249870,-249870,Credit,Warning: Negative cashflow
TXN0411,2024-04-15,SMB143,Miscellaneous,3491,0,3491,Online Wallet,Normal transaction
TXN0412,2024-06-23,SMB123,Payroll,0,29772,-29772,Credit,Warning: Negative cashflow
TXN0413,2024-04-28,SMB129,Inventory Purchase,0,4986,-4986,Cash,Warning: Negative cashflow
TXN0414,2024-11-07,SMB102,Loan Repayment,0,23549,-23549,Credit,Warning: Negative cashflow
TXN0415,2024-09-19,SMB146,Sales Revenue,42340,0,42340,Bank Transfer,Normal transaction
TXN0416,2024-04-13,SMB124,Sales Revenue,48081,0,48081,Online Wallet,Normal transaction
TXN0417,2024-03-20,SMB111,Rent,0,29919,-29919,Cash,Warning: Negative cashflow
TXN0418,2024-07-14,SMB106,Miscellaneous,3258,0,3258,Cash,Seasonal effect
TXN0419,2025-01-09,SMB135,Inventory Purchase,0,12346,-12346,Bank Transfer,Warning: Negative cashflow
TXN0420,2024-11-23,SMB112,Sales Revenue,48908,0,48908,Credit,Market fluctuation
TXN0421,2024-03-01,SMB108,Inventory Purchase,0,16379,-16379,Cash,Warning: Negative cashflow
TXN0422,2024-07-05,SMB106,Rent,0,16345,-16345,Cash,Warning: Negative cashflow
TXN0423,2024-10-27,SMB145,Loan Repayment,0,4803,-4803,Cash,Warning: Negative cashflow
TXN0424,2025-02-04,SMB142,Miscellaneous,3155,0,3155,Online Wallet,Market fluctuation
TXN0425,2024-09-27,SMB150,Loan Repayment,0,13685,-13685,Bank Transfer,Warning: Negative cashflow
TXN0426,2024-09-08,SMB138,Inventory Purchase,0,14503,-14503,Bank Transfer,Warning: Negative cashflow
TXN0427,2025-02-04,SMB144,Miscellaneous,0,5559,-5559,Credit,Warning: Negative cashflow
TXN0428,2024-02-14,SMB135,Rent,0,128889,-108710,Cash,Warning: Negative cashflow
TXN0429,2024-04-07,SMB102,Miscellaneous,0,1813,-1813,Cash,Warning: Negative cashflow
TXN0430,2024-07-14,SMB142,Miscellaneous,0,9960,-9960,Online Wallet,Warning: Negative cashflow
TXN0431,2024-05-11,SMB144,Sales Revenue,38739,0,38739,Cash,Seasonal effect
TXN0432,2024-08-30,SMB129,Rent,0,25630,-25630,Cash,Warning: Negative cashflow
TXN0433,2024-10-15,SMB102,Sales Revenue,34618,0,34618,Online Wallet,Market fluctuation
TXN0434,2024-01-29,SMB138,Miscellaneous,0,2356,-2356,Online Wallet,Warning: Negative cashflow
TXN0435,2024-10-28,SMB117,Sales Revenue,21736,0,21736,Cash,Seasonal effect
TXN0436,2024-12-21,SMB141,Loan Repayment,0,8030,-8030,Online Wallet,Warning: Negative cashflow
TXN0437,2024-11-23,SMB123,Inventory Purchase,0,10001,-10001,Cash,Warning: Negative cashflow
TXN0438,2024-09-05,SMB123,Rent,0,4599,-4599,Cash,Warning: Negative cashflow
TXN0439,2024-08-08,SMB122,Miscellaneous,8305,0,8305,Credit,Normal transaction
TXN0440,2024-06-25,SMB136,Loan Repayment,0,28368,-28368,Online Wallet,Warning: Negative cashflow
TXN0441,2024-10-26,SMB129,Inventory Purchase,0,13028,-13028,Credit,Warning: Negative cashflow
TXN0442,2024-10-26,SMB133,Rent,0,10465,-10465,Cash,Warning: Negative cashflow
TXN0443,2024-05-20,SMB104,Inventory Purchase,0,25917,-25917,Online Wallet,Warning: Negative cashflow
TXN0444,2024-03-04,SMB148,Payroll,0,12434,-12434,Credit,Warning: Negative cashflow
TXN0445,2024-01-04,SMB118,Payroll,0,16746,-16746,Credit,Warning: Negative cashflow
TXN0446,2024-05-27,SMB111,Payroll,0,120709,-107523,Bank Transfer,Warning: Negative cashflow
TXN0447,2024-02-20,SMB144,Rent,0,6112,-6112,Cash,Warning: Negative cashflow
TXN0448,2024-11-26,SMB117,Sales Revenue,17590,0,17590,Cash,Seasonal effect
TXN0449,2024-03-18,SMB115,Payroll,0,11747,-11747,Bank Transfer,Warning: Negative cashflow
TXN0450,2024-04-05,SMB148,Payroll,0,22794,-22794,Credit,Warning: Negative cashflow
TXN0451,2024-04-18,SMB105,Inventory Purchase,0,9463,-9463,Cash,Warning: Negative cashflow
TXN0452,2024-06-26,SMB108,Sales Revenue,27531,0,27531,Cash,Normal transaction
TXN0453,2024-08-02,SMB121,Miscellaneous,0,5066,-5066,Credit,Warning: Negative cashflow
TXN0454,2025-01-19,SMB104,Inventory Purchase,0,24538,-24538,Cash,Warning: Negative cashflow
TXN0455,2024-02-17,SMB126,Loan Repayment,0,20203,-20203,Cash,Warning: Negative cashflow
TXN0456,2024-04-07,SMB148,Loan Repayment,0,16743,-16743,Bank Transfer,Warning: Negative cashflow
TXN0457,2024-12-06,SMB122,Payroll,0,21378,-21378,Bank Transfer,Warning: Negative cashflow
TXN0458,2024-06-02,SMB137,Sales Revenue,45429,0,45429,Credit,Market fluctuation
TXN0459,2024-07-08,SMB128,Loan Repayment,0,19162,-19162,Online Wallet,Warning: Negative cashflow
TXN0460,2024-08-09,SMB123,Inventory Purchase,0,22540,-22540,Online Wallet,Warning: Negative cashflow
TXN0461,2024-03-19,SMB144,Inventory Purchase,0,26568,-26568,Cash,Warning: Negative cashflow
TXN0462,2024-09-25,SMB149,Loan Repayment,0,9395,-9395,Online Wallet,Warning: Negative cashflow
TXN0463,2025-01-10,SMB126,Loan Repayment,0,25693,-25693,Bank Transfer,Warning: Negative cashflow
TXN0464,2024-10-22,SMB147,Sales Revenue,43468,0,43468,Bank Transfer,Market fluctuation
TXN0465,2024-07-09,SMB134,Loan Repayment,0,6879,-6879,Bank Transfer,Warning: Negative cashflow
TXN0466,2024-02-01,SMB133,Payroll,0,24515,-24515,Online Wallet,Warning: Negative cashflow
TXN0467,2024-12-07,SMB144,Sales Revenue,11773,0,11773,Online Wallet,Normal transaction
TXN0468,2024-02-13,SMB113,Sales Revenue,21720,0,21720,Cash,Normal transaction
TXN0469,2025-01-02,SMB103,Inventory Purchase,0,18726,-18726,Cash,Warning: Negative cashflow
TXN0470,2025-02-02,SMB109,Payroll,0,126882,-98627,Bank Transfer,Warning: Negative cashflow
TXN0471,2024-01-29,SMB109,Inventory Purchase,0,26735,-26735,Cash,Warning: Negative cashflow
TXN0472,2024-06-16,SMB139,Inventory Purchase,0,16820,-16820,Credit,Warning: Negative cashflow
TXN0473,2024-04-10,SMB142,Inventory Purchase,0,11021,-11021,Bank Transfer,Warning: Negative cashflow
TXN0474,2024-10-06,SMB143,Loan Repayment,0,25671,-25671,Credit,Warning: Negative cashflow
TXN0475,2024-01-08,SMB146,Inventory Purchase,0,26819,-26819,Bank Transfer,Warning: Negative cashflow
TXN0476,2024-04-26,SMB118,Payroll,0,5731,-5731,Cash,Warning: Negative cashflow
TXN0477,2024-01-19,SMB124,Payroll,0,15306,-15306,Bank Transfer,Warning: Negative cashflow
TXN0478,2024-09-04,SMB127,Inventory Purchase,0,2742,-2742,Online Wallet,Warning: Negative cashflow
TXN0479,2024-12-07,SMB137,Miscellaneous,0,7903,-7903,Cash,Warning: Negative cashflow
TXN0480,2024-06-06,SMB127,Payroll,0,26544,-26544,Bank Transfer,Warning: Negative cashflow
TXN0481,2024-08-31,SMB133,Payroll,0,19837,-19837,Credit,Warning: Negative cashflow
TXN0482,2024-09-17,SMB150,Payroll,0,13371,-13371,Credit,Warning: Negative cashflow
TXN0483,2024-10-21,SMB113,Sales Revenue,48771,0,48771,Cash,Market fluctuation
TXN0484,2024-09-05,SMB105,Miscellaneous,0,9580,-9580,Credit,Warning: Negative cashflow
TXN0485,2024-08-05,SMB131,Rent,0,7614,-7614,Cash,Warning: Negative cashflow
TXN0486,2024-12-18,SMB113,Miscellaneous,3256,0,3256,Online Wallet,Normal transaction
TXN0487,2025-01-01,SMB128,Loan Repayment,0,7741,-7741,Credit,Warning: Negative cashflow
TXN0488,2024-09-16,SMB123,Loan Repayment,0,9110,-9110,Online Wallet,Warning: Negative cashflow
TXN0489,2024-02-10,SMB144,Loan Repayment,0,9009,-9009,Online Wallet,Warning: Negative cashflow
TXN0490,2024-01-13,SMB104,Rent,0,3669,-3669,Credit,Warning: Negative cashflow
TXN0491,2024-06-22,SMB149,Payroll,0,3412,-3412,Bank Transfer,Warning: Negative cashflow
TXN0492,2024-02-02,SMB132,Rent,0,3303,-3303,Credit,Warning: Negative cashflow
TXN0493,2024-10-26,SMB119,Sales Revenue,40811,0,40811,Credit,Market fluctuation
TXN0494,2024-08-12,SMB137,Rent,0,15656,-15656,Cash,Warning: Negative cashflow
TXN0495,2025-01-04,SMB138,Miscellaneous,0,7734,-7734,Bank Transfer,Warning: Negative cashflow
TXN0496,2024-03-12,SMB124,Miscellaneous,5850,0,5850,Online Wallet,Seasonal effect
TXN0497,2024-12-18,SMB111,Miscellaneous,0,4934,-4934,Online Wallet,Warning: Negative cashflow
TXN0498,2024-07-19,SMB123,Sales Revenue,49317,0,49317,Online Wallet,Normal transaction
TXN0499,2024-09-17,SMB148,Inventory Purchase,0,22229,-22229,Credit,Warning: Negative cashflow
TXN0500,2024-11-22,SMB146,Inventory Purchase,0,26030,-26030,Online Wallet,Warning: Negative cashflow
TXN0501,2024-06-02,SMB133,Payroll,0,15116,-15116,Bank Transfer,Warning: Negative cashflow
TXN0502,2024-03-14,SMB141,Miscellaneous,1612,0,1612,Bank Transfer,Market fluctuation
TXN0503,2024-12-23,SMB130,Rent,0,109977,-84444,Bank Transfer,Warning: Negative cashflow
TXN0504,2024-05-13,SMB116,Rent,0,23301,-23301,Bank Transfer,Warning: Negative cashflow
TXN0505,2025-02-03,SMB111,Inventory Purchase,0,10641,-10641,Bank Transfer,Warning: Negative cashflow
TXN0506,2025-01-22,SMB144,Rent,0,29037,-29037,Bank Transfer,Warning: Negative cashflow
TXN0507,2024-09-12,SMB111,Payroll,0,142110,-142110,Online Wallet,Warning: Negative cashflow
TXN0508,2024-02-06,SMB109,Loan Repayment,0,15589,-15589,Bank Transfer,Warning: Negative cashflow
TXN0509,2024-09-29,SMB148,Rent,0,13040,-13040,Credit,Warning: Negative cashflow
TXN0510,2024-08-13,SMB131,Sales Revenue,23363,0,23363,Online Wallet,Normal transaction
TXN0511,2025-01-17,SMB145,Loan Repayment,0,18154,-18154,Cash,Warning: Negative cashflow
TXN0512,2024-10-16,SMB113,Payroll,0,17946,-17946,Online Wallet,Warning: Negative cashflow
TXN0513,2024-10-24,SMB129,Inventory Purchase,0,11816,-11816,Online Wallet,Warning: Negative cashflow
TXN0514,2024-12-24,SMB143,Rent,0,27633,-27633,Online Wallet,Warning: Negative cashflow
TXN0515,2024-07-08,SMB130,Inventory Purchase,0,25695,-25695,Online Wallet,Warning: Negative cashflow
TXN0516,2024-06-11,SMB111,Payroll,0,9249,-9249,Credit,Warning: Negative cashflow
TXN0517,2024-07-08,SMB116,Sales Revenue,32061,0,32061,Cash,Seasonal effect
TXN0518,2024-08-19,SMB138,Miscellaneous,0,5125,-5125,Credit,Warning: Negative cashflow
TXN0519,2024-12-27,SMB142,Miscellaneous,9972,0,9972,Bank Transfer,Seasonal effect
TXN0520,2024-11-22,SMB107,Miscellaneous,9464,0,9464,Bank Transfer,Market fluctuation
TXN0521,2024-11-02,SMB101,Rent,0,17767,-17767,Cash,Warning: Negative cashflow
TXN0522,2024-08-01,SMB104,Payroll,0,2050,-2050,Online Wallet,Warning: Negative cashflow
TXN0523,2024-12-05,SMB109,Inventory Purchase,0,10687,-10687,Bank Transfer,Warning: Negative cashflow
TXN0524,2024-02-21,SMB132,Rent,0,10968,-10968,Cash,Warning: Negative cashflow
TXN0525,2024-05-18,SMB149,Sales Revenue,37728,0,37728,Credit,Normal transaction
TXN0526,2024-01-10,SMB127,Inventory Purchase,0,10871,-10871,Online Wallet,Warning: Negative cashflow
TXN0527,2024-08-10,SMB113,Rent,0,143421,-120156,Cash,Warning: Negative cashflow
TXN0528,2025-01-27,SMB124,Payroll,0,9768,-9768,Online Wallet,Warning: Negative cashflow
TXN0529,2024-01-18,SMB135,Rent,0,22051,-22051,Online Wallet,Warning: Negative cashflow
TXN0530,2024-10-19,SMB111,Loan Repayment,0,28428,-28428,Bank Transfer,Warning: Negative cashflow
TXN0531,2024-11-01,SMB102,Inventory Purchase,0,3553,-3553,Bank Transfer,Warning: Negative cashflow
TXN0532,2024-09-05,SMB133,Inventory Purchase,0,26868,-26868,Cash,Warning: Negative cashflow
TXN0533,2024-06-14,SMB137,Inventory Purchase,0,6155,-6155,Bank Transfer,Warning: Negative cashflow
TXN0534,2024-01-03,SMB115,Payroll,0,6019,-6019,Credit,Warning: Negative cashflow
TXN0535,2025-01-13,SMB143,Payroll,0,13624,-13624,Online Wallet,Warning: Negative cashflow
TXN0536,2024-12-28,SMB113,Payroll,0,2599,-2599,Bank Transfer,Warning: Negative cashflow
TXN0537,2024-08-28,SMB104,Sales Revenue,9802,0,9802,Credit,Seasonal effect
TXN0538,2024-04-20,SMB145,Miscellaneous,4052,0,4052,Bank Transfer,Normal transaction
TXN0539,2024-10-29,SMB138,Miscellaneous,9417,0,9417,Online Wallet,Seasonal effect
TXN0540,2024-01-04,SMB102,Loan Repayment,0,27203,-27203,Cash,Warning: Negative cashflow
TXN0541,2024-11-30,SMB138,Inventory Purchase,0,3982,-3982,Bank Transfer,Warning: Negative cashflow
TXN0542,2024-07-19,SMB120,Inventory Purchase,0,6550,-6550,Online Wallet,Warning: Negative cashflow
TXN0543,2025-01-18,SMB125,Payroll,0,16618,-16618,Cash,Warning: Negative cashflow
TXN0544,2024-07-13,SMB134,Loan Repayment,0,25351,-25351,Cash,Warning: Negative cashflow
TXN0545,2024-11-01,SMB112,Loan Repayment,0,26303,-26303,Cash,Warning: Negative cashflow
TXN0546,2024-10-07,SMB132,Inventory Purchase,0,18690,-18690,Credit,Warning: Negative cashflow
TXN0547,2024-03-07,SMB121,Sales Revenue,43352,0,43352,Online Wallet,Normal transaction
TXN0548,2024-12-17,SMB116,Sales Revenue,18868,0,18868,Credit,Market fluctuation
TXN0549,2024-04-20,SMB125,Sales Revenue,47382,0,47382,Cash,Market fluctuation
TXN0550,2024-07-14,SMB106,Loan Repayment,0,16137,-16137,Online Wallet,Warning: Negative cashflow
